class_name,class_id,precision,recall,f1_score,support
Normal,0,0.9303659202621518,0.9447268693964322,0.937491401054804,10819
Supraventricular,1,0.05714285714285714,0.012578616352201259,0.020618556701030927,159
Ventricular,2,0.568445475638051,0.7903225806451613,0.6612685560053981,620
Fusion,3,0.009216589861751152,0.09090909090909091,0.016736401673640166,22
Paced,4,0.9987261146496815,0.7671232876712328,0.8677365799667958,2044
Unknown,5,0.0,0.0,0.0,23
