class_name,class_id,precision,recall,f1_score,support
Normal,0,0.963228035538006,0.8124479600333055,0.8814363143631436,9608
Supraventricular,1,0.07517084282460136,0.16176470588235295,0.1026438569206843,204
Ventricular,2,0.22791164658634538,0.7194928684627575,0.34616850934044985,631
Fusion,3,0.0,0.0,0.0,0
Paced,4,0.9994761655316919,0.9186326432354357,0.9573507275464125,2077
Unknown,5,0.0,0.0,0.0,0
