class_name,class_id,precision,recall,f1_score,support
Normal,0,0.964012885411873,0.7961991638160395,0.8721065778517901,13155
Supraventricular,1,0.3181818181818182,0.3204225352112676,0.3192982456140351,284
Ventricular,2,0.20134228187919462,0.9426229508196722,0.33181053137773503,732
Fusion,3,0.0,0.0,0.0,368
Paced,4,0.99951171875,0.9827172347575612,0.991043330912612,2083
Unknown,5,0.0,0.0,0.0,4
