class_name,class_id,precision,recall,f1_score,support
Normal,0,0.9456396021281518,0.8509575353871773,0.8958036594718966,9608
Supraventricular,1,0.29545454545454547,0.06372549019607843,0.10483870967741936,204
Ventricular,2,0.17429193899782136,0.5071315372424723,0.25942440210782325,631
Fusion,3,0.0,0.0,0.0,0
Paced,4,0.9994984954864594,0.9595570534424651,0.979120609186932,2077
Unknown,5,0.0,0.0,0.0,0
