epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,learning_rate
1,0.24056222721571396,93.38509780498731,0.4156832073472048,92.86014279714405,0.8648599207433811,79.06563759306059,0.001
2,0.13633459159942501,96.59399731222936,0.3210413136372441,93.40613187736245,0.7355752896078289,81.13516836281674,0.001
3,0.11516676878124305,97.07331641033298,0.3607766063589799,92.48215035699286,0.7892160746268928,79.65985929922819,0.001
4,0.10206169449415595,97.41824697625803,0.2922719938582496,93.61612767744646,0.9004841075323554,76.75705211392665,0.001
5,0.09421734939531246,97.62878901000448,0.3023321658961083,94.16211675766485,0.768588792370006,80.34970288914691,0.001
6,0.08646175395715146,97.80648051366283,0.3164830383305487,93.86812263754724,0.7194085060639153,85.11713680759512,0.001
7,0.0824695171182575,97.9154845453188,0.3131204531773141,94.03611927761445,0.6359905861033428,86.19629806707192,0.001
8,0.07750579023710608,98.02896819471405,0.31552957057168607,92.56614867702646,1.3609662223525965,60.69940577829383,0.001
9,0.07371023829373484,98.15290428550097,0.3209054739165463,94.12011759764805,0.6837889746270716,85.24690936411447,0.001
10,0.06825057818992873,98.28131999402717,0.318131479483686,94.28811423771525,1.1418726956492136,76.53848780820982,0.001
11,0.06830042195635373,98.23353740480812,0.34610490844045816,93.99412011759765,0.6498816675325046,85.36302165152654,0.001
12,0.0654568648207737,98.32462296550695,0.3022487123839949,94.03611927761445,0.7834922218833558,83.89454272249164,0.001
13,0.06536466810886091,98.31566373002838,0.3541589775367787,93.86812263754724,0.9964523065833204,80.80732190424152,0.001
14,0.06147594756198604,98.4007764670748,0.31068198265213715,94.07811843763125,1.3334916482626675,70.96509801243084,0.001
15,0.060224309751769275,98.38883081977005,0.3420685309132463,93.70012599748004,0.5528143057518325,89.9118912642579,0.001
16,0.057276470587324664,98.48290279229506,0.3901758336118962,93.78412431751364,0.8915750674870857,84.16091797008401,0.0005
17,0.050696257654170095,98.64416903090937,0.3369996539856258,93.82612347753044,1.0909939642678377,76.54531794276348,0.0005
18,0.04853915578842256,98.73376138569509,0.33181510419633825,94.45611087778245,0.8447649914885192,82.30312137149102,0.0005
19,0.046599732395466116,98.68000597282365,0.3678905607054108,93.07013859722805,1.1738022593293322,74.24356259818319,0.0005
20,0.045982915826485185,98.75765268030462,0.2983010501453751,93.15413691726165,1.2387629607570354,72.54285909432416,0.0005
