class_name,class_id,precision,recall,f1_score,support
Normal,0,0.9351124502313569,0.8185757347400151,0.8729720227033,10616
Supraventricular,1,0.05,0.015625,0.023809523809523808,192
Ventricular,2,0.5475258098967604,0.8793596340766152,0.6748573935936815,1749
Fusion,3,0.0,0.0,0.0,16
Paced,4,0.7971078001752848,0.889921722113503,0.8409616273693944,2044
Unknown,5,0.0,0.0,0.0,24
