epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,learning_rate
1,0.6617542146591736,69.66510962676689,5.437701212290006,72.92093404342482,0.9373728275907283,83.805332312795,0.001
2,0.45244172703703284,81.23335818511023,4.531653540543257,89.5124948791479,0.866808102933728,93.77471616277586,0.001
3,0.3862265161625831,85.24260913226725,5.145845374426781,84.55551003687013,0.9143622713125482,91.44023472381681,0.001
4,0.3704296446096119,87.40319218538411,5.235475718879547,86.60385088078657,1.0355519379280052,92.67763745375686,0.001
5,0.3425682177903183,89.45270301112244,6.598247359196345,72.71609995903319,1.3818058996784444,87.44737849215461,0.001
6,0.3365213698449072,90.32302238181458,5.835124888099157,82.13846784104875,0.8766403093782007,94.57839010077817,0.001
7,0.3071175595779904,90.10544253914155,5.373494252562523,81.31913150348218,0.8009494294013296,94.45082280903176,0.001
8,0.3053736268799342,89.1560032256592,7.533581795027623,72.8799672265465,1.1086490107130031,85.65505804311775,0.0005
9,0.2550919572800079,91.87651202775284,6.444671289278911,77.22244981564933,0.9167173522011358,92.1737466513586,0.0005
10,0.24471725450743428,92.07735495945103,6.613385466619944,84.96517820565342,1.0767742323670155,95.66909044520985,0.0005
11,0.23659078247968504,92.16408258904798,6.6687515790645895,75.17410897173289,1.0097068414054051,87.03278479397882,0.0005
12,0.2313989143539311,92.45926083714986,5.565322547004773,79.926259729619,0.89400849673821,92.08444954713612,0.0005
13,0.21564146348555457,92.66162530620939,8.693034283816814,76.89471528062269,1.2918373794808071,85.68057150146703,0.0005
14,0.2063444758862431,92.88224822360513,7.990194287246618,69.60262187628021,1.2148934282438488,83.97116979206531,0.00025
15,0.19818912541716854,92.54751000410815,7.601799936248706,71.52806226956166,1.150719658543869,88.51894374282433,0.00025
16,0.18309763454611774,93.15156033656406,8.263133353911913,77.79598525194592,1.237853756647709,91.3381808904197,0.00025
17,0.17912704905108734,93.60041385816228,8.518981568133219,78.65628840639083,1.1331929975246289,90.90445209848195,0.00025
18,0.1765683170992014,93.48477701869969,9.287215551886803,74.51863990167963,1.189211331703225,91.10855976527618,0.00025
19,0.17665415655680095,93.74343837012918,9.028989018920141,71.97869725522327,1.2320234931777327,80.88404133180252,0.00025
20,0.17270373952046342,93.52281545273344,8.5946694522714,73.41253584596477,1.2065104075821536,88.42964663860187,0.000125
