class_name,class_id,precision,recall,f1_score,support
Normal,0,0.9741642416069274,0.9797273181526162,0.9769378603459321,14009
Supraventricular,1,0.06349206349206349,0.06153846153846154,0.0625,65
Ventricular,2,0.8746556473829201,0.8058375634517766,0.8388375165125496,1576
Fusion,3,0.0,0.0,0.0,26
Paced,4,0.0,0.0,0.0,0
Unknown,5,0.0,0.0,0.0,2
