class_name,class_id,precision,recall,f1_score,support
Normal,0,0.983837330552659,0.9979726751873071,0.9908545923948716,11345
Supraventricular,1,0.9690265486725663,0.6676829268292683,0.7906137184115524,328
Ventricular,2,0.9722543352601156,0.9460067491563554,0.9589509692132269,889
Fusion,3,0.9571428571428572,0.67,0.788235294117647,100
Paced,4,0.9960513326752222,0.994088669950739,0.995069033530572,1015
Unknown,5,0.0,0.0,0.0,5
