class_name,class_id,precision,recall,f1_score,support
Normal,0,0.9921087242437527,0.997355663287792,0.9947252747252747,11345
Supraventricular,1,0.9513888888888888,0.8353658536585366,0.8896103896103896,328
Ventricular,2,0.9644839067702553,0.9775028121484814,0.9709497206703911,889
Fusion,3,0.9230769230769231,0.72,0.8089887640449438,100
Paced,4,0.998019801980198,0.993103448275862,0.9955555555555555,1015
Unknown,5,0.0,0.0,0.0,5
