class_name,class_id,precision,recall,f1_score,support
Normal,0,0.9204745166959578,0.7745632683242444,0.8412387692616574,10819
Supraventricular,1,0.23076923076923078,0.33962264150943394,0.2748091603053435,159
Ventricular,2,0.35699226985242444,0.8193548387096774,0.49730788056779246,620
Fusion,3,0.008759124087591242,0.2727272727272727,0.016973125884016973,22
Paced,4,0.6608656849620705,0.724559686888454,0.6912485414235706,2044
Unknown,5,0.0,0.0,0.0,23
