epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,learning_rate
1,1.5791643006859213,82.89257305738613,1.691123400336114,76.58982802780827,1.7880804221206736,61.94198874844743,0.001
2,1.2308208867617165,91.56079081042233,1.1608207810704954,84.51518477863154,1.5661813328477825,78.69511215021554,0.001
3,0.7407021408004865,94.09206631503295,1.0504383171830223,78.21441639224295,0.7747757175119123,90.37773069335866,0.001
4,0.3879464644988068,95.93144360664125,0.6820995389161822,87.75704354189536,1.292920012758157,83.5683495287499,0.001
5,0.28608824380049924,96.88036738820605,0.9578484269294226,79.70728137577754,0.8174380482496503,89.98319573317747,0.001
6,0.23383528024933808,97.5479029880745,0.8504978062532772,77.43871203805342,0.6693901571262384,88.55117995177906,0.001
7,0.20139688333541456,97.93405040624657,0.9716115774430125,81.17819246249543,0.7909790247191335,86.44699349747935,0.001
8,0.1798754758720554,98.28365390471782,0.5728969666758709,88.7596048298573,0.7699514893449355,88.18586980346313,0.001
9,0.1632896257870753,98.49682676963931,0.5402029594145367,93.2821075740944,0.5927012832574198,91.53941696500328,0.001
10,0.15722891580914486,98.55529704116063,0.9677623241582763,80.71716062934505,0.6171917717764589,89.69094761452473,0.001
11,0.14119516487581044,98.7124358958742,0.5581896693802604,92.36736187339919,0.5798652229534689,92.32848688536568,0.001
12,0.1333642683760644,98.81110447906643,1.1164427625937996,71.68679107208196,0.884027112466849,79.12617812522832,0.001
13,0.12662758422973375,98.86592035861767,0.9127815281363013,76.13611416026345,0.7058247698592806,87.4114122890334,0.001
14,0.11838290710016702,98.90855493160197,1.240628377543153,71.72338090010977,0.8484517709639307,84.50354350843867,0.001
15,0.11523448083541027,98.99869660019733,0.8530388416322036,79.80241492864984,0.5937469975030589,89.3183312632425,0.0005
16,0.09138178374743146,99.18385246001486,0.5215701822574451,89.3523600439078,0.5487684768789979,90.66267260904507,0.0005
17,0.08942396671381297,99.18750685198495,0.803427462666252,83.62239297475301,0.7051986781096904,87.34565646233652,0.0005
18,0.0871068929218261,99.2167419877456,0.6641246695071459,82.25393340651299,0.6017822126692561,90.13662599547015,0.0005
19,0.08513283686580271,99.23501394759602,1.0941012207697207,72.03805342114892,0.8807961386584929,81.6979615693724,0.0005
20,0.08451032449526891,99.24354086219287,0.8915848394455476,81.37577753384559,0.692752537848515,87.96668371447359,0.0005
