class_name,class_id,precision,recall,f1_score,support
Normal,0,0.922193446683932,0.8524146544546212,0.885932175888366,9608
Supraventricular,1,0.9722222222222222,0.1715686274509804,0.2916666666666667,204
Ventricular,2,0.19118428040361127,0.5705229793977813,0.2863961813842482,631
Fusion,3,0.0,0.0,0.0,0
Paced,4,0.9894551845342706,0.8131921039961483,0.892706131078224,2077
Unknown,5,0.0,0.0,0.0,0
